Block	Column	Flags	F532	F635	SNR 532	SNR 635	Lectin	Sample
1	1	0	573	298	29.238000000000003	12.356	BPL Vector	S1-70A
1	2	0	473	163	20.0	3.8	BPL Vector	S1-70A
1	3	0	417	194	20.364	6.485	BPL Vector	S1-70A
1	4	0	1200	704	161.409	55.028999999999996	MAA-I Vector	S1-70A
1	5	0	1066	764	122.125	40.528	MAA-I Vector	S1-70A
1	6	0	1036	812	76.471	7.354	MAA-I Vector	S1-70A
1	7	0	675	11275	112.148	102.45100000000001	STL Vector	S1-70A
1	8	0	653	11250	87.25	167.09799999999998	STL Vector	S1-70A
1	9	0	573	10023	96.038	160.222	STL Vector	S1-70A
1	10	0	616	266	25.730999999999998	11.755	WFA Vector	S1-70A
1	11	0	540	205	0.083	-0.06	WFA Vector	S1-70A
1	12	0	493	220	7.0489999999999995	0.975	WFA Vector	S1-70A
1	13	0	999	585	44.25	7.011	DBA Vector	S1-70A
1	14	0	700	902	22.021	6.36	DBA Vector	S1-70A
1	15	0	1150	781	24.476999999999997	3.615	DBA Vector	S1-70A
1	1	0	478	436	20.524	8.777999999999999	SBA Vector	S1-70A
1	2	0	412	325	17.143	5.596	SBA Vector	S1-70A
1	3	0	412	351	17.952	6.915	SBA Vector	S1-70A
1	4	0	253	90	19.5	3.818	HHL Vector	S1-70A
1	5	0	114	43	13.0	3.233	HHL Vector	S1-70A
1	6	0	149	26	3.987	-0.042	HHL Vector	S1-70A
1	7	0	589	2126	25.381999999999998	1.7690000000000001	DSA Vector	S1-70A
1	8	0	570	2032	76.043	53.14	DSA Vector	S1-70A
1	9	0	511	1671	75.217	53.62	DSA Vector	S1-70A
1	10	0	945	479	37.08	12.689	ECA Vector	S1-70A
1	11	0	952	497	22.643	14.26	ECA Vector	S1-70A
1	12	0	1041	891	22.0	14.777999999999999	ECA Vector	S1-70A
1	13	0	975	829	25.364	6.962000000000001	GSL-II Vector	S1-70A
1	14	0	867	807	16.938	4.301	GSL-II Vector	S1-70A
1	15	0	816	662	16.727	0.8590000000000001	GSL-II Vector	S1-70A
1	1	0	1135	503	55.143	14.758	LTL Lotus Vector	S1-70A
1	2	0	1229	548	25.62	7.797000000000001	LTL Lotus Vector	S1-70A
1	3	0	1188	478	13.073	1.224	LTL Lotus Vector	S1-70A
1	4	0	4227	491	54.8	1.4680000000000002	GNA Vector	S1-70A
1	5	0	3507	420	173.842	11.940999999999999	GNA Vector	S1-70A
1	6	0	3664	410	43.416000000000004	0.141	GNA Vector	S1-70A
1	7	0	1346	283	18.562	0.099	NPL Vector	S1-70A
1	8	0	1289	369	58.409	6.977	NPL Vector	S1-70A
1	9	0	904	219	50.13	17.309	NPL Vector	S1-70A
1	10	0	5700	5233	169.923	104.073	MAA-II Vector	S1-70A
1	11	0	5582	5266	148.967	103.595	MAA-II Vector	S1-70A
1	12	0	4527	4006	52.483999999999995	55.433	MAA-II Vector	S1-70A
1	13	0	139	249	2.23	4.386	VVA Vector	S1-70A
1	14	0	196	357	8.788	7.86	VVA Vector	S1-70A
1	15	0	155	431	4.211	0.536	VVA Vector	S1-70A
1	1	0	396	228	16.409000000000002	7.063	UEA Sigma	S1-70A
1	2	0	334	201	13.727	3.4410000000000003	UEA Sigma	S1-70A
1	3	0	339	208	4.062	1.4780000000000002	UEA Sigma	S1-70A
1	4	0	953	167	17.877	1.8130000000000002	PHA-L Sigma	S1-70A
1	5	0	1012	145	53.619	5.0	PHA-L Sigma	S1-70A
1	6	0	1027	145	53.0	3.0210000000000004	PHA-L Sigma	S1-70A
1	7	0	16005	7641	269.06	33.695	MAA Sigma	S1-70A
1	8	0	15019	6653	261.551	23.803	MAA Sigma	S1-70A
1	9	0	15680	6841	567.609	100.53399999999999	MAA Sigma	S1-70A
1	10	0	11940	6532	373.885	123.63600000000001	SNA Sigma	S1-70A
1	11	0	12461	6950	255.106	116.571	SNA Sigma	S1-70A
1	12	0	11598	7237	43.88399999999999	71.619	SNA Sigma	S1-70A
1	13	0	18966	20711	70.525	156.015	MNA-M EY	S1-70A
1	14	0	18162	20542	54.683	143.81799999999998	MNA-M EY	S1-70A
1	15	0	17983	30433	67.415	60.50899999999999	MNA-M EY	S1-70A
1	1	0	3687	1843	4.336	1.706	SNA-I EY	S1-70A
1	2	0	3577	2088	157.375	94.758	SNA-I EY	S1-70A
1	3	0	3483	1753	123.25	23.688000000000002	SNA-I EY	S1-70A
1	4	0	856	1250	25.171	19.232	SNA-II EY	S1-70A
1	5	0	875	1225	35.633	38.641	SNA-II EY	S1-70A
1	6	0	894	1245	47.428999999999995	49.839	SNA-II EY	S1-70A
1	7	0	7278	5565	120.62299999999999	20.71	PHA-E EY	S1-70A
1	8	0	4955	4026	97.118	19.576	PHA-E EY	S1-70A
1	9	0	7409	5247	272.76	92.111	PHA-E EY	S1-70A
1	10	0	1339	528	53.72	10.446	CA EY	S1-70A
1	11	0	3425	1086	58.126999999999995	14.411	CA EY	S1-70A
1	12	0	3151	1217	8.544	7.772	CA EY	S1-70A
1	13	0	16532	21093	32.037	113.367	MNA-G EY	S1-70A
1	14	0	15510	19093	35.010999999999996	72.009	MNA-G EY	S1-70A
1	15	0	16191	19601	39.871	28.636	MNA-G EY	S1-70A
1	1	0	329	464	0.674	1.225	UEA-II EY	S1-70A
1	2	0	367	414	25.826	61.571000000000005	UEA-II EY	S1-70A
1	3	0	361	461	30.893	26.051	UEA-II EY	S1-70A
1	4	0	528	297	9.52	2.412	CSA EY	S1-70A
1	5	0	466	295	9.02	2.88	CSA EY	S1-70A
1	6	0	488	351	24.684	12.75	CSA EY	S1-70A
1	7	0	1098	1848	46.857	31.113000000000003	UDA EY	S1-70A
1	8	0	861	1631	42.214	32.464	UDA EY	S1-70A
1	9	0	1159	1812	17.0	10.181000000000001	UDA EY	S1-70A
1	10	0	27430	11462	295.385	56.187	LcH EY	S1-70A
1	11	0	24314	9189	84.67	65.635	LcH EY	S1-70A
1	12	0	32756	16130	60.576	62.093999999999994	LcH EY	S1-70A
1	13	0	9497	8619	19.55	22.14	TL EY	S1-70A
1	14	0	10208	10255	68.797	32.349000000000004	TL EY	S1-70A
1	15	0	10351	9526	59.672	17.618	TL EY	S1-70A
1	1	0	1981	2022	31.017	13.577	ACA EY	S1-70A
1	2	0	2996	3120	149.526	140.16	ACA EY	S1-70A
1	3	0	3201	3422	129.542	111.465	ACA EY	S1-70A
1	4	0	2568	2877	59.111000000000004	48.317	Blackbean EY	S1-70A
1	5	0	1853	1168	42.11600000000001	21.136999999999997	Blackbean EY	S1-70A
1	6	0	1928	1292	39.086999999999996	6.803	Blackbean EY	S1-70A
1	7	0	542	141	14.657	1.073	PHA-L EY	S1-70A
1	8	0	588	145	17.828	4.118	PHA-L EY	S1-70A
1	9	0	563	171	10.440999999999999	3.8289999999999997	PHA-L EY	S1-70A
1	10	0	1646	2600	18.598	12.844000000000001	UEA-I EY	S1-70A
1	11	0	1600	2441	6.318	17.045	UEA-I EY	S1-70A
1	12	0	1633	2638	3.718	11.127	UEA-I EY	S1-70A
1	13	0	1010	1158	3.6839999999999997	3.7289999999999996	LTL Lotus EY	S1-70A
1	14	0	983	1272	34.379	4.209	LTL Lotus EY	S1-70A
1	15	0	960	958	17.865	1.229	LTL Lotus EY	S1-70A
1	1	0	10493	4536	155.721	28.533	MAA EY	S1-70A
1	2	0	10146	4681	485.421	217.0	MAA EY	S1-70A
1	3	0	10525	5564	418.69599999999997	181.176	MAA EY	S1-70A
1	4	0	1878	434	63.52	10.806	PTA GalNAc EY	S1-70A
1	5	0	1779	399	73.905	13.179	PTA GalNAc EY	S1-70A
1	6	0	1953	493	36.196	1.8840000000000001	PTA GalNAc EY	S1-70A
1	7	0	17198	8540	37.58	6.292999999999999	AMA EY	S1-70A
1	8	0	17547	9005	39.855	8.756	AMA EY	S1-70A
1	9	0	16133	8868	524.815	49.111999999999995	AMA EY	S1-70A
1	10	0	671	444	21.643	2.149	PTA Gal EY	S1-70A
1	11	0	677	433	6.372000000000001	0.809	PTA Gal EY	S1-70A
1	12	0	571	439	5.6	0.847	PTA Gal EY	S1-70A
1	13	0	2483	563	77.839	12.533	ASA EY	S1-70A
1	14	0	2020	526	49.2	8.226	ASA EY	S1-70A
1	15	0	1719	499	53.593999999999994	1.3869999999999998	ASA EY	S1-70A
1	1	0	468	1384	7.8660000000000005	12.795	HPA Sigma	S1-70A
1	2	0	471	1388	46.35	55.151	HPA Sigma	S1-70A
1	3	0	584	1459	21.0	4.902	HPA Sigma	S1-70A
1	4	0	6906	5570	171.033	13.227	TJA-II Aniara	S1-70A
1	5	0	6960	5566	312.579	241.36	TJA-II Aniara	S1-70A
1	6	0	7754	5694	97.095	79.441	TJA-II Aniara	S1-70A
1	7	0	13141	16857	28.517	14.645	diCBM40 	S1-70A
1	8	0	13943	17805	30.713	14.725999999999999	diCBM40 	S1-70A
1	9	0	13758	18376	480.25	81.811	diCBM40 	S1-70A
1	10	0	3658	2697	117.448	13.297	AOL TCI America	S1-70A
1	11	0	4400	3126	44.055	6.671	AOL TCI America	S1-70A
1	12	0	5287	3716	49.183	7.962000000000001	AOL TCI America	S1-70A
1	13	0	5838	4881	125.514	29.335	Griffithsin 	S1-70A
1	14	0	6220	6317	105.382	34.439	Griffithsin 	S1-70A
1	15	0	6254	6846	99.62	9.572000000000001	Griffithsin 	S1-70A
1	1	0	1638	2169	12.177	9.629	SLBR-N 	S1-70A
1	2	0	1476	1738	99.095	63.571000000000005	SLBR-N 	S1-70A
1	3	0	1441	1550	89.73899999999999	47.48	SLBR-N 	S1-70A
1	4	0	8743	5847	362.19199999999995	12.578	SLBR-H 	S1-70A
1	5	0	6398	4852	293.16	172.067	SLBR-H 	S1-70A
1	6	0	8261	5448	145.703	100.41	SLBR-H 	S1-70A
1	7	0	6699	10605	144.328	238.579	SLBR-B 	S1-70A
1	8	0	3422	5653	137.237	173.92	SLBR-B 	S1-70A
1	9	0	2192	3989	89.57600000000001	40.8	SLBR-B 	S1-70A
1	10	0	23531	18932	564.828	106.494	BamBL 	S1-70A
1	11	0	19228	15134	472.9	83.509	BamBL 	S1-70A
1	12	0	19534	13811	511.82800000000003	147.347	BamBL 	S1-70A
1	13	0	6184	4930	156.58100000000002	23.526999999999997	BanLec H84T 	S1-70A
1	14	0	6223	5550	99.102	23.714000000000002	BanLec H84T 	S1-70A
1	15	0	6991	5813	111.351	12.762	BanLec H84T 	S1-70A
1	1	0	2703	2724	986.4780000000001	716.6089999999999	Protein A 	S1-70A
1	2	0	163	120	673.115	528.875	Protein A 	S1-70A
1	3	0	20069	5549	987.0	638.92	Protein A 	S1-70A
1	4	0	65479	19915	1791.385	698.32	Protein G 	S1-70A
1	5	0	65479	22024	501.663	148.872	Protein G 	S1-70A
1	6	0	65481	13852	82.01100000000001	13.2	Protein G 	S1-70A
1	7	0	41089	33872	1592.6	901.393	Protein L 	S1-70A
1	8	0	33381	25791	681.2560000000001	494.78	Protein L 	S1-70A
1	9	0	32677	21843	776.029	310.21299999999997	Protein L 	S1-70A
1	10	0	307	293	17.805999999999997	3.699	Anti Lewis A Abcam	S1-70A
1	11	0	200	247	11.030999999999999	4.123	Anti Lewis A Abcam	S1-70A
1	12	0	221	198	14.774000000000001	11.15	Anti Lewis A Abcam	S1-70A
1	13	0	281	323	15.258	9.219	Anti Lewis X 	S1-70A
1	14	0	286	376	14.927	7.769	Anti Lewis X 	S1-70A
1	15	0	278	610	7.864	2.1430000000000002	Anti Lewis X 	S1-70A
1	1	0	807	526	55.5	117.125	Anti Lewis Y 	S1-70A
1	2	0	668	584	56.567	141.72	Anti Lewis Y 	S1-70A
1	3	0	647	637	35.967	90.286	Anti Lewis Y 	S1-70A
1	4	0	564	595	69.4	82.22200000000001	Anti Lewis B Sigma	S1-70A
1	5	0	761	753	3.622	1.949	Anti Lewis B Sigma	S1-70A
1	6	0	684	746	4.601	2.926	Anti Lewis B Sigma	S1-70A
1	7	0	679	764	35.68	59.242	Anti Sialyl Lewis X 	S1-70A
1	8	0	720	433	31.0	31.833000000000002	Anti Sialyl Lewis X 	S1-70A
1	9	0	781	499	34.846	34.088	Anti Sialyl Lewis X 	S1-70A
1	10	0	538	368	19.897000000000002	8.245	Anti H1 	S1-70A
1	11	0	413	390	16.438	6.687	Anti H1 	S1-70A
1	12	0	370	490	6.428999999999999	8.416	Anti H1 	S1-70A
1	13	0	20378	1078	276.079	11.130999999999998	Anti H2 	S1-70A
1	14	0	20101	1209	450.564	7.09	Anti H2 	S1-70A
1	15	0	19406	1871	404.69800000000004	1.5090000000000001	Anti H2 	S1-70A
1	1	0	356	104	26.833000000000002	16.954	Anti IgM Thermo Fisher	S1-70A
1	2	0	267	81	13.607000000000001	5.269	Anti IgM Thermo Fisher	S1-70A
1	3	0	186	93	14.857000000000001	4.5360000000000005	Anti IgM Thermo Fisher	S1-70A
1	4	0	16256	3581	673.067	164.21400000000003	Anti IgM Abcam	S1-70A
1	5	0	19331	3660	634.875	176.852	Anti IgM Abcam	S1-70A
1	6	0	6398	1803	349.56300000000005	75.795	Anti IgM Abcam	S1-70A
1	7	0	1672	759	75.0	67.086	Anti MBL 	S1-70A
1	8	0	1056	607	42.428999999999995	24.2	Anti MBL 	S1-70A
1	9	0	926	456	40.148	22.074	Anti MBL 	S1-70A
1	10	0	608	743	28.862	21.0	Anti Galectin 1 	S1-70A
1	11	0	486	613	29.788	24.857	Anti Galectin 1 	S1-70A
1	12	0	398	965	13.127	18.784000000000002	Anti Galectin 1 	S1-70A
1	13	0	537	600	9.66	6.097	Anti Galectin 3 	S1-70A
1	14	0	434	651	19.18	4.428	Anti Galectin 3 	S1-70A
1	15	0	340	857	12.684000000000001	0.9540000000000001	Anti Galectin 3 	S1-70A
1	1	0	4790	2545	107.70299999999999	41.611999999999995	Anti Galectin 9 	S1-70A
1	2	0	5396	2342	144.724	106.75	Anti Galectin 9 	S1-70A
1	3	0	7487	1794	248.52	81.23100000000001	Anti Galectin 9 	S1-70A
1	4	0	4079	3045	117.815	113.704	Anti NEU1 	S1-70A
1	5	0	3550	2692	122.958	114.51899999999999	Anti NEU1 	S1-70A
1	6	0	7702	3056	189.63299999999998	95.65799999999999	Anti NEU1 	S1-70A
1	7	0	131	163	6.6	6.974	Anti NEU3 	S1-70A
1	8	0	54	93	2.8930000000000002	5.778	Anti NEU3 	S1-70A
1	9	0	88	130	4.815	8.875	Anti NEU3 	S1-70A
1	10	0	21312	4557	960.875	208.292	Anti PolySia 	S1-70A
1	11	0	20155	4038	70.64399999999999	62.423	Anti PolySia 	S1-70A
1	12	0	10028	2886	38.88	37.821	Anti PolySia 	S1-70A
1	13	0	310	583	6.837000000000001	6.12	Anti Ficolin-1 	S1-70A
1	14	0	137	337	1.889	2.069	Anti Ficolin-1 	S1-70A
1	15	0	164	349	11.333	1.95	Anti Ficolin-1 	S1-70A
1	1	0	638	245	36.405	6.767	Anti Ficolin-2 	S1-70A
1	2	0	491	292	39.941	4.247	Anti Ficolin-2 	S1-70A
1	3	0	662	334	81.577	20.654	Anti Ficolin-2 	S1-70A
1	4	0	624	415	44.792	80.833	Anti Ficolin-3 	S1-70A
1	5	0	528	356	62.95	98.125	Anti Ficolin-3 	S1-70A
1	6	0	459	306	30.951999999999998	39.074	Anti Ficolin-3 	S1-70A
1	7	0	232	181	100.905	12.76	Anti MASP-2 	S1-70A
1	8	0	60	100	18.9	5.345	Anti MASP-2 	S1-70A
1	9	0	74	151	30.81	13.69	Anti MASP-2 	S1-70A
1	10	0	292	237	36.083	58.545	Anti MASP-1 	S1-70A
1	11	0	313	298	2.949	6.775	Anti MASP-1 	S1-70A
1	12	0	340	256	3.137	11.469000000000001	Anti MASP-1 	S1-70A
1	13	0	1353	1137	13.088	7.736000000000001	Anti D-dimer 	S1-70A
1	14	0	729	685	5.439	3.61	Anti D-dimer 	S1-70A
1	15	0	992	520	26.744	3.372	Anti D-dimer 	S1-70A
1	1	0	240	227	7.667000000000001	2.3169999999999997	Anti P-selectin 	S1-70A
1	2	0	172	193	7.9639999999999995	7.325	Anti P-selectin 	S1-70A
1	3	0	157	172	9.333	11.125	Anti P-selectin 	S1-70A
1	4	0	257	249	21.889	17.333	Anti E-selectin 	S1-70A
1	5	0	130	110	11.110999999999999	11.36	Anti E-selectin 	S1-70A
1	6	0	121	96	12.793	13.0	Anti E-selectin 	S1-70A
1	7	0	212	197	11.929	10.83	Anti L-selectin 	S1-70A
1	8	0	177	100	6.364	3.449	Anti L-selectin 	S1-70A
1	9	0	177	289	4.34	0.265	Anti L-selectin 	S1-70A
1	10	0	1178	800	57.902	2.654	Anti PSGL-1 	S1-70A
1	11	0	537	513	32.433	42.667	Anti PSGL-1 	S1-70A
1	12	0	614	532	50.448	59.93899999999999	Anti PSGL-1 	S1-70A
1	13	0	272	354	22.980999999999998	2.21	Anti ICAM-1 	S1-70A
1	14	0	390	546	20.49	4.177	Anti ICAM-1 	S1-70A
1	15	0	319	242	16.261	20.143	Anti ICAM-1 	S1-70A
1	1	0	282	394	31.313000000000002	46.395	Anti VCAM-1 	S1-70A
1	2	0	216	384	21.767	29.949	Anti VCAM-1 	S1-70A
1	3	0	246	317	23.965999999999998	30.043000000000003	Anti VCAM-1 	S1-70A
1	4	0	193	267	32.379	31.857	Anti ST6GAL1 	S1-70A
1	5	0	449	427	95.897	109.68	Anti ST6GAL1 	S1-70A
1	6	0	605	450	33.516999999999996	80.52	Anti ST6GAL1 	S1-70A
1	7	0	2938	596	253.926	16.383	Anti CL-L1 (CL-10) 	S1-70A
1	8	0	1119	457	194.292	33.042	Anti CL-L1 (CL-10) 	S1-70A
1	9	0	803	494	99.885	0.924	Anti CL-L1 (CL-10) 	S1-70A
1	10	0	66	122	10.02	0.851	Anti CL-K1 (CL-11) 	S1-70A
1	11	0	41	98	6.724	24.651999999999997	Anti CL-K1 (CL-11) 	S1-70A
1	12	0	61	141	22.761999999999997	49.48	Anti CL-K1 (CL-11) 	S1-70A
1	13	0	34531	1648	769.4860000000001	3.6919999999999997	Anti VE cadherin 	S1-70A
1	14	0	26010	1513	220.481	9.312999999999999	Anti VE cadherin 	S1-70A
1	15	0	29261	1598	823.133	55.147	Anti VE cadherin 	S1-70A
1	1	0	298	335	58.422	4.474	Anti Lewis A Thermo Fisher	S1-70A
1	2	0	264	226	54.441	4.996	Anti Lewis A Thermo Fisher	S1-70A
1	3	0	189	283	32.226	10.696	Anti Lewis A Thermo Fisher	S1-70A
1	4	0	884	609	68.5	12.974	Anti Lewis B Abcam	S1-70A
1	5	0	574	400	46.848	5.218999999999999	Anti Lewis B Abcam	S1-70A
1	6	0	469	314	39.788000000000004	4.914	Anti Lewis B Abcam	S1-70A
1	7	0	26418	4711	781.63	50.762	Anti IL-1a 	S1-70A
1	8	0	21064	3453	929.15	131.32	Anti IL-1a 	S1-70A
1	9	0	18781	3407	725.7080000000001	81.82	Anti IL-1a 	S1-70A
1	10	0	808	615	28.304000000000002	20.208	Anti TGF-b 	S1-70A
1	11	0	838	627	37.736999999999995	25.726999999999997	Anti TGF-b 	S1-70A
1	12	0	1230	776	56.263000000000005	31.125	Anti TGF-b 	S1-70A
1	13	0	541	716	13.773	7.331	Anti TNF-a 	S1-70A
1	14	0	223	204	9.186	1.1159999999999999	Anti TNF-a 	S1-70A
1	15	0	208	268	17.0	0.9440000000000001	Anti TNF-a 	S1-70A
1	1	0	162	326	15.205	1.361	Anti IFN-g 	S1-70A
1	2	0	125	286	11.857000000000001	1.347	Anti IFN-g 	S1-70A
1	3	0	239	327	20.677	2.556	Anti IFN-g 	S1-70A
1	4	0	37	116	2.625	4.223	Anti Mac-2bp (LGALS3BP) 	S1-70A
1	5	0	30	112	1.121	1.585	Anti Mac-2bp (LGALS3BP) 	S1-70A
1	6	0	46	115	2.424	1.8530000000000002	Anti Mac-2bp (LGALS3BP) 	S1-70A
1	7	0	773	835	30.967	3.694	Anti VWF 	S1-70A
1	8	0	547	780	21.424	3.412	Anti VWF 	S1-70A
1	9	0	809	917	31.656	7.692	Anti VWF 	S1-70A
1	10	0	23	59	1.444	1.986	Anti B.G.A Abcam	S1-70A
1	11	0	21	52	1.172	0.941	Anti B.G.A Abcam	S1-70A
1	12	0	18	35	0.9229999999999999	0.97	Anti B.G.A Abcam	S1-70A
1	13	0	43	104	1.263	0.813	Anti B.G.A Thermo Fisher	S1-70A
1	14	0	38	106	1.2819999999999998	0.762	Anti B.G.A Thermo Fisher	S1-70A
1	15	0	45	109	2.593	0.94	Anti B.G.A Thermo Fisher	S1-70A
1	1	0	373	339	0.092	0.09	Anti B.G.B Abcam	S1-70A
1	2	0	407	373	0.066	0.036000000000000004	Anti B.G.B Abcam	S1-70A
1	3	0	386	315	0.095	-0.021	Anti B.G.B Abcam	S1-70A
1	4	0	402	285	0.9079999999999999	0.555	Anti B.G.B Thermo Fisher	S1-70A
1	5	0	371	226	0.831	0.43	Anti B.G.B Thermo Fisher	S1-70A
1	6	0	527	252	1.3430000000000002	0.564	Anti B.G.B Thermo Fisher	S1-70A
1	7	0	354	489	31.4	40.238	Anti CD63 Thermo Fisher	S1-70A
1	8	0	262	333	38.478	37.143	Anti CD63 Thermo Fisher	S1-70A
1	9	0	332	355	29.291999999999998	29.969	Anti CD63 Thermo Fisher	S1-70A
1	10	0	316	375	12.85	10.088	Cholera Toxin B Sigma	S1-70A
1	11	0	321	368	16.059	15.227	Cholera Toxin B Sigma	S1-70A
1	12	0	342	418	18.625	22.474	Cholera Toxin B Sigma	S1-70A
1	13	0	22384	20300	854.6469999999999	115.64399999999999	RCA120 Vector	S1-70A
1	14	0	23294	21248	930.941	118.565	RCA120 Vector	S1-70A
1	15	0	24590	22471	1075.333	555.378	RCA120 Vector	S1-70A
2	1	0	776	614	32.458	16.945999999999998	ConA Sigma	S1-77A
2	2	0	718	611	14.647	2.358	ConA Sigma	S1-77A
2	3	0	726	586	14.84	2.202	ConA Sigma	S1-77A
2	4	0	442	249	34.545	15.462	GNA Sigma	S1-77A
2	5	0	342	211	16.857	8.544	GNA Sigma	S1-77A
2	6	0	310	178	11.87	3.1180000000000003	GNA Sigma	S1-77A
2	7	0	265	273	14.444	19.265	AIA GlycoMatrix	S1-77A
2	8	0	255	269	11.067	4.574	AIA GlycoMatrix	S1-77A
2	9	0	272	284	17.368	18.464000000000002	AIA GlycoMatrix	S1-77A
2	10	0	3406	455	123.727	9.548	PHA-E Vector	S1-77A
2	11	0	3485	577	131.52	11.318	PHA-E Vector	S1-77A
2	12	0	3922	883	160.68200000000002	7.952999999999999	PHA-E Vector	S1-77A
2	13	0	1303	1776	12.811	3.915	AIA Vector	S1-77A
2	14	0	1220	1637	9.84	2.3609999999999998	AIA Vector	S1-77A
2	15	0	1724	1839	64.67699999999999	12.568	AIA Vector	S1-77A
2	1	0	686	492	24.851999999999997	2.471	LcH Vector	S1-77A
2	2	0	804	497	21.151999999999997	3.9810000000000003	LcH Vector	S1-77A
2	3	0	701	438	18.515	3.642	LcH Vector	S1-77A
2	4	0	1189	1222	73.89699999999999	51.945	SNA Vector	S1-77A
2	5	0	1229	1629	70.893	51.65	SNA Vector	S1-77A
2	6	0	1398	1756	61.146	20.372	SNA Vector	S1-77A
2	7	0	563	660	54.951	12.877	WGA Vector	S1-77A
2	8	0	1261	1391	221.28	110.521	WGA Vector	S1-77A
2	9	0	730	832	73.368	31.289	WGA Vector	S1-77A
2	10	0	106	222	2.738	2.2319999999999998	PNA Vector	S1-77A
2	11	0	101	200	2.395	1.2570000000000001	PNA Vector	S1-77A
2	12	0	87	208	3.417	1.624	PNA Vector	S1-77A
2	13	0	1818	65053	12.305	97.365	AAL Vector	S1-77A
2	14	0	1786	62849	11.948	73.263	AAL Vector	S1-77A
2	15	0	1765	65405	37.089	140.047	AAL Vector	S1-77A
2	1	0	642	433	31.0	2.5269999999999997	PSA Vector	S1-77A
2	2	0	669	451	26.291999999999998	12.286	PSA Vector	S1-77A
2	3	0	699	451	27.291999999999998	11.917	PSA Vector	S1-77A
2	4	0	1729	950	84.321	33.895	PSA GlycoMatrix	S1-77A
2	5	0	993	752	36.893	24.086	PSA GlycoMatrix	S1-77A
2	6	0	788	563	19.463	2.7680000000000002	PSA GlycoMatrix	S1-77A
2	7	0	473	239	15.61	3.338	UEA-I Vector	S1-77A
2	8	0	435	197	14.963	2.3680000000000003	UEA-I Vector	S1-77A
2	9	0	419	200	10.857000000000001	1.895	UEA-I Vector	S1-77A
2	10	0	593	155	29.659000000000002	5.891	LEL Vector	S1-77A
